Election_ID,account_id,candidate_account_id,Profit_demand,Stakes,Status,Remarks
1,node_0001,node_0477,0.86,1874,active,voter (Total-weighted random choice)
1,node_0002,node_0484,1.15,4062,active,voter (Total-weighted random choice)
1,node_0003,node_0003,1.00,8985,active,self-vote (candidate self-stake)
1,node_0004,node_0029,1.09,570,active,voter (Total-weighted random choice)
1,node_0005,node_0049,1.25,3861,active,voter (Total-weighted random choice)
1,node_0006,node_0297,1.12,9245,active,voter (Total-weighted random choice)
1,node_0007,node_0360,0.65,3661,active,voter (Total-weighted random choice)
1,node_0008,node_0425,0.59,156,active,voter (Total-weighted random choice)
1,node_0009,node_0386,0.94,6974,active,voter (Total-weighted random choice)
1,node_0010,node_0010,1.00,3577,active,self-vote (candidate self-stake)
1,node_0011,node_0011,1.00,1724,active,self-vote (candidate self-stake)
1,node_0012,node_0173,0.85,5931,active,voter (Total-weighted random choice)
1,node_0013,node_0052,1.42,761,active,voter (Total-weighted random choice)
1,node_0014,node_0304,0.75,6251,active,voter (Total-weighted random choice)
1,node_0015,node_0294,0.96,5975,active,voter (Total-weighted random choice)
1,node_0016,node_0016,1.00,800,active,self-vote (candidate self-stake)
1,node_0017,node_0367,1.12,1357,active,voter (Total-weighted random choice)
1,node_0018,node_0192,1.29,6277,rejected,voter (Total-weighted random choice)
1,node_0019,node_0019,1.00,2714,active,self-vote (candidate self-stake)
1,node_0020,node_0020,1.00,4424,active,self-vote (candidate self-stake)
1,node_0021,node_0315,0.66,2853,active,voter (Total-weighted random choice)
1,node_0022,node_0022,1.00,2727,active,self-vote (candidate self-stake)
1,node_0023,node_0363,1.44,9175,active,voter (Total-weighted random choice)
1,node_0024,node_0097,1.30,966,rejected,voter (Total-weighted random choice)
1,node_0025,node_0173,0.81,5218,active,voter (Total-weighted random choice)
1,node_0026,node_0026,1.00,3506,active,self-vote (candidate self-stake)
1,node_0027,node_0276,0.52,3533,active,voter (Total-weighted random choice)
1,node_0028,node_0459,1.32,7567,active,voter (Total-weighted random choice)
1,node_0029,node_0029,1.00,4090,active,self-vote (candidate self-stake)
1,node_0030,node_0076,1.23,9627,active,voter (Total-weighted random choice)
1,node_0031,node_0031,1.00,5980,active,self-vote (candidate self-stake)
1,node_0032,node_0494,1.44,8398,rejected,voter (Total-weighted random choice)
1,node_0033,node_0222,1.42,1846,active,voter (Total-weighted random choice)
1,node_0034,node_0271,1.03,6966,active,voter (Total-weighted random choice)
1,node_0035,node_0494,1.00,6302,active,voter (Total-weighted random choice)
1,node_0036,node_0094,0.77,8719,active,voter (Total-weighted random choice)
1,node_0037,node_0190,1.30,1926,active,voter (Total-weighted random choice)
1,node_0038,node_0494,1.26,5623,active,voter (Total-weighted random choice)
1,node_0039,node_0039,1.00,2641,active,self-vote (candidate self-stake)
1,node_0040,node_0463,1.39,8251,rejected,voter (Total-weighted random choice)
1,node_0041,node_0232,0.95,4939,active,voter (Total-weighted random choice)
1,node_0042,node_0450,1.33,2554,active,voter (Total-weighted random choice)
1,node_0043,node_0459,0.88,8887,active,voter (Total-weighted random choice)
1,node_0044,node_0397,0.69,9863,active,voter (Total-weighted random choice)
1,node_0045,node_0403,0.70,1882,active,voter (Total-weighted random choice)
1,node_0046,node_0046,1.00,3973,active,self-vote (candidate self-stake)
1,node_0047,node_0047,1.00,1453,active,self-vote (candidate self-stake)
1,node_0048,node_0482,0.56,8777,active,voter (Total-weighted random choice)
1,node_0049,node_0049,1.00,7837,active,self-vote (candidate self-stake)
1,node_0050,node_0029,0.70,4392,active,voter (Total-weighted random choice)
1,node_0051,node_0253,0.54,3520,active,voter (Total-weighted random choice)
1,node_0052,node_0052,1.00,5157,active,self-vote (candidate self-stake)
1,node_0053,node_0271,1.39,7227,active,voter (Total-weighted random choice)
1,node_0054,node_0466,0.58,2032,active,voter (Total-weighted random choice)
1,node_0055,node_0463,1.24,5589,active,voter (Total-weighted random choice)
1,node_0056,node_0494,1.09,9691,active,voter (Total-weighted random choice)
1,node_0057,node_0031,1.37,1014,active,voter (Total-weighted random choice)
1,node_0058,node_0071,0.51,5463,active,voter (Total-weighted random choice)
1,node_0059,node_0059,1.00,4612,active,self-vote (candidate self-stake)
1,node_0060,node_0271,0.92,8884,active,voter (Total-weighted random choice)
1,node_0061,node_0312,1.35,4031,active,voter (Total-weighted random choice)
1,node_0062,node_0094,1.14,3169,active,voter (Total-weighted random choice)
1,node_0063,node_0063,1.00,5854,active,self-vote (candidate self-stake)
1,node_0064,node_0192,0.63,937,active,voter (Total-weighted random choice)
1,node_0065,node_0367,1.41,1043,active,voter (Total-weighted random choice)
1,node_0066,node_0066,1.00,1840,active,self-vote (candidate self-stake)
1,node_0067,node_0067,1.00,8836,active,self-vote (candidate self-stake)
1,node_0068,node_0047,0.58,3056,active,voter (Total-weighted random choice)
1,node_0069,node_0253,1.38,1285,active,voter (Total-weighted random choice)
1,node_0070,node_0304,0.93,878,active,voter (Total-weighted random choice)
1,node_0071,node_0071,1.00,1578,active,self-vote (candidate self-stake)
1,node_0072,node_0223,0.64,2774,active,voter (Total-weighted random choice)
1,node_0073,node_0194,1.06,3552,active,voter (Total-weighted random choice)
1,node_0074,node_0498,1.34,2747,active,voter (Total-weighted random choice)
1,node_0075,node_0466,1.39,4395,active,voter (Total-weighted random choice)
1,node_0076,node_0076,1.00,4723,active,self-vote (candidate self-stake)
1,node_0077,node_0077,1.00,2586,active,self-vote (candidate self-stake)
1,node_0078,node_0185,0.86,1008,active,voter (Total-weighted random choice)
1,node_0079,node_0222,1.45,5188,active,voter (Total-weighted random choice)
1,node_0080,node_0223,1.24,8288,active,voter (Total-weighted random choice)
1,node_0081,node_0083,1.23,981,active,voter (Total-weighted random choice)
