Block_id,type,account_id,Election_id,round_id,Total_rewards
block_0001,PDDPoS,node_0326,1,1,547
block_0002,PDDPoS,node_0397,1,1,621
block_0003,PDDPoS,node_0463,1,1,605
block_0004,PDDPoS,node_0440,1,1,528
block_0005,PDDPoS,node_0097,1,1,776
block_0006,PDDPoS,node_0157,1,1,695
block_0007,PDDPoS,node_0003,1,1,701
block_0008,PDDPoS,node_0447,1,1,777
block_0009,PDDPoS,node_0192,1,1,777
block_0010,PDDPoS,node_0494,1,1,778
block_0011,PDDPoS,node_0353,1,1,661
block_0012,PDDPoS,node_0083,1,1,776
block_0013,PDDPoS,node_0390,1,1,777
block_0014,PDDPoS,node_0222,1,1,586
block_0015,PDDPoS,node_0352,1,1,777
block_0016,PDDPoS,node_0459,1,1,778
block_0017,PDDPoS,node_0425,1,1,777
block_0018,PDDPoS,node_0232,1,1,625
block_0019,PDDPoS,node_0442,1,1,778
block_0020,PDDPoS,node_0076,1,1,653
block_0021,PDDPoS,node_0326,1,2,777
block_0022,PDDPoS,node_0397,1,2,543
block_0023,PDDPoS,node_0463,1,2,684
block_0024,PDDPoS,node_0440,1,2,778
block_0025,PDDPoS,node_0097,1,2,637
block_0026,PDDPoS,node_0157,1,2,773
block_0027,PDDPoS,node_0003,1,2,771
block_0028,PDDPoS,node_0192,1,2,702
block_0029,PDDPoS,node_0192,1,2,778
block_0030,PDDPoS,node_0494,1,2,664
block_0031,PDDPoS,node_0353,1,2,663
block_0032,PDDPoS,node_0083,1,2,614
block_0033,PDDPoS,node_0390,1,2,777
block_0034,PDDPoS,node_0222,1,2,605
block_0035,PDDPoS,node_0352,1,2,567
block_0036,PDDPoS,node_0459,1,2,766
block_0037,PDDPoS,node_0425,1,2,613
block_0038,PDDPoS,node_0232,1,2,744
block_0039,PDDPoS,node_0442,1,2,757
block_0040,PDDPoS,node_0076,1,2,777
block_0041,PDDPoS,node_0326,1,3,774
block_0042,PDDPoS,node_0397,1,3,560
block_0043,PDDPoS,node_0463,1,3,534
block_0044,PDDPoS,node_0440,1,3,777
block_0045,PDDPoS,node_0097,1,3,778
block_0046,PDDPoS,node_0157,1,3,538
block_0047,PDDPoS,node_0003,1,3,710
block_0048,PDDPoS,node_0374,1,3,725
block_0049,PDDPoS,node_0192,1,3,678
block_0050,PDDPoS,node_0494,1,3,656
block_0051,PDDPoS,node_0353,1,3,778
block_0052,PDDPoS,node_0083,1,3,701
block_0053,PDDPoS,node_0390,1,3,662
block_0054,PDDPoS,node_0222,1,3,688
block_0055,PDDPoS,node_0352,1,3,686
block_0056,PDDPoS,node_0459,1,3,618
block_0057,PDDPoS,node_0425,1,3,573
block_0058,PDDPoS,node_0232,1,3,739
block_0059,PDDPoS,node_0442,1,3,778
block_0060,PDDPoS,node_0076,1,3,607
block_0061,PDDPoS,node_0326,1,4,724
block_0062,PDDPoS,node_0397,1,4,567
block_0063,PDDPoS,node_0463,1,4,776
block_0064,PDDPoS,node_0097,1,4,777
block_0065,PDDPoS,node_0097,1,4,778
block_0066,PDDPoS,node_0157,1,4,778
block_0067,PDDPoS,node_0003,1,4,529
block_0068,PDDPoS,node_0374,1,4,567
block_0069,PDDPoS,node_0192,1,4,778
block_0070,PDDPoS,node_0494,1,4,777
block_0071,PDDPoS,node_0353,1,4,710
block_0072,PDDPoS,node_0083,1,4,717
block_0073,PDDPoS,node_0390,1,4,729
block_0074,PDDPoS,node_0222,1,4,569
block_0075,PDDPoS,node_0352,1,4,733
block_0076,PDDPoS,node_0459,1,4,662
block_0077,PDDPoS,node_0425,1,4,778
block_0078,PDDPoS,node_0232,1,4,559
block_0079,PDDPoS,node_0442,1,4,619
block_0080,PDDPoS,node_0076,1,4,601
block_0081,PDDPoS,node_0326,1,5,734
block_0082,PDDPoS,node_0397,1,5,671
block_0083,PDDPoS,node_0463,1,5,710
block_0084,PDDPoS,node_0173,1,5,552
block_0085,PDDPoS,node_0097,1,5,548
block_0086,PDDPoS,node_0157,1,5,778
block_0087,PDDPoS,node_0003,1,5,562
block_0088,PDDPoS,node_0374,1,5,729
block_0089,PDDPoS,node_0192,1,5,778
block_0090,PDDPoS,node_0494,1,5,775
block_0091,PDDPoS,node_0353,1,5,766
block_0092,PDDPoS,node_0083,1,5,778
block_0093,PDDPoS,node_0390,1,5,690
block_0094,PDDPoS,node_0222,1,5,687
block_0095,PDDPoS,node_0352,1,5,767
block_0096,PDDPoS,node_0459,1,5,708
block_0097,PDDPoS,node_0425,1,5,778
block_0098,PDDPoS,node_0232,1,5,633
block_0099,PDDPoS,node_0442,1,5,700
block_0100,PDDPoS,node_0076,1,5,552
block_0101,PDDPoS,node_0326,1,6,776
block_0102,PDDPoS,node_0397,1,6,777
block_0103,PDDPoS,node_0463,1,6,654
block_0104,PDDPoS,node_0173,1,6,597
block_0105,PDDPoS,node_0097,1,6,777
block_0106,PDDPoS,node_0157,1,6,670
block_0107,PDDPoS,node_0003,1,6,548
block_0108,PDDPoS,node_0374,1,6,621
block_0109,PDDPoS,node_0192,1,6,640
block_0110,PDDPoS,node_0494,1,6,677
block_0111,PDDPoS,node_0353,1,6,686
block_0112,PDDPoS,node_0083,1,6,740
block_0113,PDDPoS,node_0390,1,6,757
block_0114,PDDPoS,node_0222,1,6,775
block_0115,PDDPoS,node_0352,1,6,774
block_0116,PDDPoS,node_0459,1,6,742
block_0117,PDDPoS,node_0425,1,6,684
block_0118,PDDPoS,node_0232,1,6,666
block_0119,PDDPoS,node_0442,1,6,776
block_0120,PDDPoS,node_0076,1,6,562
block_0121,PDDPoS,node_0326,1,7,723
block_0122,PDDPoS,node_0397,1,7,661
block_0123,PDDPoS,node_0463,1,7,775
block_0124,PDDPoS,node_0173,1,7,570
block_0125,PDDPoS,node_0097,1,7,535
block_0126,PDDPoS,node_0157,1,7,663
block_0127,PDDPoS,node_0003,1,7,638
block_0128,PDDPoS,node_0374,1,7,587
block_0129,PDDPoS,node_0192,1,7,777
block_0130,PDDPoS,node_0494,1,7,662
block_0131,PDDPoS,node_0353,1,7,701
block_0132,PDDPoS,node_0083,1,7,634
block_0133,PDDPoS,node_0201,1,7,774
block_0134,PDDPoS,node_0222,1,7,691
block_0135,PDDPoS,node_0352,1,7,772
block_0136,PDDPoS,node_0459,1,7,538
block_0137,PDDPoS,node_0425,1,7,776
block_0138,PDDPoS,node_0232,1,7,611
block_0139,PDDPoS,node_0442,1,7,738
block_0140,PDDPoS,node_0076,1,7,644
block_0141,PDDPoS,node_0326,1,8,668
block_0142,PDDPoS,node_0397,1,8,712
block_0143,PDDPoS,node_0463,1,8,553
block_0144,PDDPoS,node_0097,1,8,580
block_0145,PDDPoS,node_0097,1,8,778
block_0146,PDDPoS,node_0157,1,8,775
