Election_ID,block_id,account_id,stake,event,Timestamp,remarks
1,,node_0279,100079,init,2026-07-26 00:34:00,BP rank 1; active_stake=100079
1,,node_0476,85258,init,2026-07-26 00:34:00,BP rank 2; active_stake=85258
1,,node_0010,85015,init,2026-07-26 00:34:00,BP rank 3; active_stake=85015
1,,node_0484,83718,init,2026-07-26 00:34:00,BP rank 4; active_stake=83718
1,,node_0376,81560,init,2026-07-26 00:34:00,BP rank 5; active_stake=81560
1,,node_0253,79646,init,2026-07-26 00:34:00,BP rank 6; active_stake=79646
1,,node_0480,74570,init,2026-07-26 00:34:00,BP rank 7; active_stake=74570
1,,node_0352,74025,init,2026-07-26 00:34:00,BP rank 8; active_stake=74025
1,,node_0067,66697,init,2026-07-26 00:34:00,BP rank 9; active_stake=66697
1,,node_0367,65139,init,2026-07-26 00:34:00,BP rank 10; active_stake=65139
1,block_0028,node_0352,10105,downgraded-out,2026-07-26 00:34:00,missed/invalid 9.3.2; slashed=0.0
1,block_0028,node_0466,5972,promoted-in,2026-07-26 00:34:00,replaces node_0352 at slot 7
1,block_0064,node_0484,9894,downgraded-out,2026-07-26 00:34:00,missed/invalid 9.3.2; slashed=0.0
1,block_0064,node_0039,2997,promoted-in,2026-07-26 00:34:00,replaces node_0484 at slot 3
2,,node_0439,105037,init,2026-07-26 00:34:01,BP rank 1; active_stake=105037
2,,node_0116,100232,init,2026-07-26 00:34:01,BP rank 2; active_stake=100232
2,,node_0386,96250,init,2026-07-26 00:34:01,BP rank 3; active_stake=96250
2,,node_0333,93329,init,2026-07-26 00:34:01,BP rank 4; active_stake=93329
2,,node_0347,84982,init,2026-07-26 00:34:01,BP rank 5; active_stake=84982
2,,node_0479,83699,init,2026-07-26 00:34:01,BP rank 6; active_stake=83699
2,,node_0422,80079,init,2026-07-26 00:34:01,BP rank 7; active_stake=80079
2,,node_0363,76498,init,2026-07-26 00:34:01,BP rank 8; active_stake=76498
2,,node_0048,76293,init,2026-07-26 00:34:01,BP rank 9; active_stake=76293
2,,node_0248,74317,init,2026-07-26 00:34:01,BP rank 10; active_stake=74317
2,block_0113,node_0386,7952,downgraded-out,2026-07-26 00:34:01,malicious 9.3.1; slashed=883.59
2,block_0113,node_0404,54,promoted-in,2026-07-26 00:34:01,replaces node_0386 at slot 2
2,block_0141,node_0439,7391,downgraded-out,2026-07-26 00:34:01,malicious 9.3.1; slashed=821.21
2,block_0141,node_0226,3350,promoted-in,2026-07-26 00:34:01,replaces node_0439 at slot 0
2,block_0144,node_0333,8802,downgraded-out,2026-07-26 00:34:01,missed/invalid 9.3.2; slashed=0.0
2,block_0144,node_0269,7392,promoted-in,2026-07-26 00:34:01,replaces node_0333 at slot 3
2,block_0155,node_0347,5720,downgraded-out,2026-07-26 00:34:01,malicious 9.3.1; slashed=635.56
2,block_0155,node_0067,11358,promoted-in,2026-07-26 00:34:01,replaces node_0347 at slot 4
2,block_0179,node_0048,10585,downgraded-out,2026-07-26 00:34:02,missed/invalid 9.3.2; slashed=0.0
2,block_0179,node_0084,9693,promoted-in,2026-07-26 00:34:02,replaces node_0048 at slot 8
3,,node_0330,114836,init,2026-07-26 00:34:02,BP rank 1; active_stake=114836
3,,node_0017,98798,init,2026-07-26 00:34:02,BP rank 2; active_stake=98798
3,,node_0260,92099,init,2026-07-26 00:34:02,BP rank 3; active_stake=92099
3,,node_0014,89688,init,2026-07-26 00:34:02,BP rank 4; active_stake=89688
