account_id,initial_stake,final_stake,status,blocks_produced,total_rewards,total_slashed,times_downgraded
node_0001,1874.0,1967.02,voter,5,1286.02,0.0,0
node_0002,4062.0,4170.47,voter,0,1020.47,0.0,0
node_0003,8985.0,17065.0,voter,11,6133.0,0.0,0
node_0004,570.0,3.0,voter,0,0.0,0.0,0
node_0005,3861.0,5026.56,voter,0,1260.56,0.0,0
node_0006,9245.0,6045.0,voter,0,0.0,0.0,0
node_0007,3661.0,4867.33,voter,4,1801.59,543.26,1
node_0008,156.0,817.0,voter,0,0.0,0.0,0
node_0009,6974.0,6910.47,CBP,0,1325.47,0.0,0
node_0010,3577.0,4929.97,voter,4,1330.97,0.0,0
node_0011,1724.0,154.22,CBP,0,282.22,0.0,0
node_0012,5931.0,7247.24,voter,0,2253.24,0.0,0
node_0013,761.0,1849.27,voter,0,230.27,0.0,0
node_0014,6251.0,6775.86,voter,0,1012.86,0.0,0
node_0015,5975.0,6570.46,voter,0,1514.46,0.0,0
node_0016,800.0,300.38,voter,0,222.38,0.0,0
node_0017,1357.0,1006.0,voter,0,0.0,0.0,0
node_0018,6277.0,4024.88,voter,0,448.88,0.0,0
node_0019,2714.0,1700.0,voter,0,0.0,0.0,0
node_0020,4424.0,6278.58,voter,0,73.58,0.0,1
node_0021,2853.0,1367.67,voter,0,216.67,0.0,0
node_0022,2727.0,73.0,voter,0,0.0,0.0,0
node_0023,9175.0,7495.0,voter,0,0.0,0.0,0
node_0024,966.0,405.57,voter,0,119.57,0.0,0
node_0025,5218.0,3717.0,voter,0,0.0,0.0,0
node_0026,3506.0,2567.0,voter,0,0.0,0.0,0
node_0027,3533.0,2117.96,voter,0,752.96,0.0,0
node_0028,7567.0,8352.07,BP,0,1615.07,0.0,0
node_0029,4090.0,4213.09,voter,0,788.09,0.0,0
node_0030,9627.0,11747.51,CBP,1,1823.34,1304.83,1
node_0031,5980.0,3490.1,voter,2,463.1,0.0,0
node_0032,8398.0,6202.0,CBP,0,0.0,0.0,0
node_0033,1846.0,1693.0,voter,0,0.0,0.0,0
node_0034,6966.0,8718.24,voter,3,1913.24,0.0,1
node_0035,6302.0,5296.26,voter,0,1298.26,0.0,0
node_0036,8719.0,9407.35,CBP,4,2002.61,1125.26,1
node_0037,1926.0,1071.38,voter,0,13.38,0.0,0
node_0038,5623.0,7982.96,voter,0,2407.96,0.0,0
node_0039,2641.0,6254.39,voter,10,2023.39,0.0,0
node_0040,8251.0,8842.09,voter,0,1108.09,0.0,0
node_0041,4939.0,2231.08,voter,0,474.08,0.0,0
node_0042,2554.0,239.37,voter,0,255.37,0.0,0
node_0043,8887.0,7330.77,voter,0,1776.77,0.0,0
node_0044,9863.0,10525.56,voter,0,1877.56,0.0,0
node_0045,1882.0,1729.14,voter,6,857.14,0.0,0
node_0046,3973.0,4387.38,voter,7,1652.38,0.0,0
node_0047,1453.0,460.67,voter,0,254.67,0.0,0
node_0048,8777.0,8968.34,CBP,0,625.34,0.0,0
node_0049,7837.0,9177.55,voter,4,1151.61,914.06,1
node_0050,4392.0,6461.0,voter,0,0.0,0.0,0
node_0051,3520.0,1465.0,CBP,0,0.0,0.0,0
node_0052,5157.0,4599.34,voter,2,487.93,541.59,1
node_0053,7227.0,6335.46,BP,0,370.46,0.0,0
node_0054,2032.0,2116.23,voter,0,1150.23,0.0,0
node_0055,5589.0,648.0,voter,0,0.0,0.0,0
node_0056,9691.0,12595.83,voter,0,2935.83,0.0,0
node_0057,1014.0,320.0,CBP,0,0.0,0.0,0
node_0058,5463.0,5662.65,voter,0,1241.65,0.0,0
node_0059,4612.0,4594.72,voter,0,254.72,0.0,0
node_0060,8884.0,17486.72,voter,10,8618.72,0.0,0
node_0061,4031.0,3363.64,CBP,0,256.64,0.0,0
node_0062,3169.0,1882.0,CBP,0,0.0,0.0,0
node_0063,5854.0,4664.94,voter,0,1047.94,0.0,0
node_0064,937.0,399.0,voter,0,0.0,0.0,0
